data_captura,no_entidade,link,Tipo de Rating,Rating,Data da Ação de Rating,Ação de Rating,CreditWatch/ Perspectiva,dt_captura
,Movida Participacoes S.A.,https://www.fitchratings.com/entity/movida-participacoes-sa-96487716,Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Movida Participacoes S.A.,https://www.fitchratings.com/entity/movida-participacoes-sa-96487716,Local Currency Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Movida Participacoes S.A.,https://www.fitchratings.com/entity/movida-participacoes-sa-96487716,National Long Term Rating,AA(bra),2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Simpar S.A.,https://www.fitchratings.com/entity/simpar-sa-97012100,Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Simpar S.A.,https://www.fitchratings.com/entity/simpar-sa-97012100,Local Currency Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Simpar S.A.,https://www.fitchratings.com/entity/simpar-sa-97012100,National Long Term Rating,AA(bra),2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos S.A.",https://www.fitchratings.com/entity/vamos-locacao-de-caminhoes-maquinas-e-equipamentos-sa-96704030,Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos S.A.",https://www.fitchratings.com/entity/vamos-locacao-de-caminhoes-maquinas-e-equipamentos-sa-96704030,Local Currency Long Term Issuer Default Rating,BB-,2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos S.A.",https://www.fitchratings.com/entity/vamos-locacao-de-caminhoes-maquinas-e-equipamentos-sa-96704030,National Long Term Rating,AA(bra),2026-06-01,Affirmed,Rating Outlook Stable,2026-06-08
,Delfinance Sociedade de Crédito Direto S.A.,https://www.fitchratings.com/entity/delcred-sociedade-de-credito-direto-sa-97711779,National Long Term Rating,BBB(bra),2026-05-29,Affirmed,Rating Outlook Stable,2026-06-08
,Delfinance Sociedade de Crédito Direto S.A.,https://www.fitchratings.com/entity/delcred-sociedade-de-credito-direto-sa-97711779,National Short Term Rating,F3(bra),2026-05-29,Affirmed,,2026-06-08
,InterCement Participacoes S.A. - Em Recuperacao Judicial,https://www.fitchratings.com/entity/intercement-participacoes-sa-92950500,Long Term Issuer Default Rating,B-,2026-05-29,New Rating,Rating Outlook Stable,2026-06-08
,InterCement Participacoes S.A. - Em Recuperacao Judicial,https://www.fitchratings.com/entity/intercement-participacoes-sa-92950500,Local Currency Long Term Issuer Default Rating,B-,2026-05-29,New Rating,Rating Outlook Stable,2026-06-08
,InterCement Participacoes S.A. - Em Recuperacao Judicial,https://www.fitchratings.com/entity/intercement-participacoes-sa-92950500,National Long Term Rating,BB+(bra),2026-05-29,New Rating,Rating Outlook Stable,2026-06-08
,Companhia de Gas do Estado do Rio Grande do Sul,https://www.fitchratings.com/entity/companhia-de-gas-do-estado-do-rio-grande-do-sul-97787579,National Long Term Rating,AA(bra),2026-05-28,Downgrade,Rating Watch Negative,2026-06-08
,Banco XP S.A,https://www.fitchratings.com/entity/banco-xp-sa-97172367,National Long Term Rating,AAA(bra),2026-05-28,Affirmed,Rating Outlook Stable,2026-06-08
,Banco XP S.A,https://www.fitchratings.com/entity/banco-xp-sa-97172367,National Short Term Rating,F1+(bra),2026-05-28,Affirmed,,2026-06-08
,Uniao Quimica Farmaceutica Nacional S.A.,https://www.fitchratings.com/entity/uniao-quimica-farmaceutica-nacional-sa-90998502,National Long Term Rating,AA-(bra),2026-05-27,Downgrade,Rating Outlook Stable,2026-06-08
,Delga Industria e Comercio S.A.,https://www.fitchratings.com/entity/delga-industria-e-comercio-sa-97840336,National Long Term Rating,WD(bra),2026-05-25,Withdrawn,,2026-06-08
,Vivara Participacoes S.A.,https://www.fitchratings.com/entity/vivara-participacoes-sa-97559261,National Long Term Rating,AAA(bra),2026-05-22,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Catarinense de Aguas e Saneamento - CASAN,https://www.fitchratings.com/entity/companhia-catarinense-de-aguas-e-saneamento-casan-92740312,National Long Term Rating,A(bra),2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,Andre Maggi Participacoes S.A.,https://www.fitchratings.com/entity/andre-maggi-participacoes-sa-97060206,Long Term Issuer Default Rating,BB-,2026-05-21,Rating Watch On,Rating Watch Negative,2026-06-08
,Andre Maggi Participacoes S.A.,https://www.fitchratings.com/entity/andre-maggi-participacoes-sa-97060206,Local Currency Long Term Issuer Default Rating,BB-,2026-05-21,Rating Watch On,Rating Watch Negative,2026-06-08
,Andre Maggi Participacoes S.A.,https://www.fitchratings.com/entity/andre-maggi-participacoes-sa-97060206,National Long Term Rating,AA(bra),2026-05-21,Rating Watch On,Rating Watch Negative,2026-06-08
,FS I Industria de Etanol S.A,https://www.fitchratings.com/entity/fs-i-industria-de-etanol-sa-97809918,Long Term Issuer Default Rating,BB-,2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,FS I Industria de Etanol S.A,https://www.fitchratings.com/entity/fs-i-industria-de-etanol-sa-97809918,National Long Term Rating,AA-(bra),2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,FS I Industria de Etanol S.A,https://www.fitchratings.com/entity/fs-i-industria-de-etanol-sa-97809918,Local Currency Long Term Issuer Default Rating,BB-,2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,FS Industria de Biocombustiveis Ltda.,https://www.fitchratings.com/entity/fs-agrisolutions-industria-de-biocombustiveis-ltda-96862589,Long Term Issuer Default Rating,BB-,2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,FS Industria de Biocombustiveis Ltda.,https://www.fitchratings.com/entity/fs-agrisolutions-industria-de-biocombustiveis-ltda-96862589,National Long Term Rating,AA-(bra),2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,FS Industria de Biocombustiveis Ltda.,https://www.fitchratings.com/entity/fs-agrisolutions-industria-de-biocombustiveis-ltda-96862589,Local Currency Long Term Issuer Default Rating,BB-,2026-05-21,Affirmed,Rating Outlook Stable,2026-06-08
,Copel Servicos S.A.,https://www.fitchratings.com/entity/copel-servicos-sa-97607160,National Long Term Rating,AAA(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Companhia Paranaense de Energia (COPEL),https://www.fitchratings.com/entity/companhia-paranaense-de-energia-copel-80614489,National Long Term Rating,AAA(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Copel Distribuicao S.A.,https://www.fitchratings.com/entity/copel-distribuicao-sa-96382097,National Long Term Rating,AAA(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Copel Geracao e Transmissao S.A.,https://www.fitchratings.com/entity/copel-geracao-e-transmissao-sa-96167039,National Long Term Rating,AAA(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Crediceripa - Sicoob Crediceripa,https://www.fitchratings.com/entity/cooperativa-de-credito-crediceripa-sicoob-crediceripa-96975124,National Short Term Rating,F2(bra),2026-05-15,Affirmed,,2026-06-08
,Cooperativa de Credito Crediceripa - Sicoob Crediceripa,https://www.fitchratings.com/entity/cooperativa-de-credito-crediceripa-sicoob-crediceripa-96975124,National Long Term Rating,A-(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito PRO - Sicoob PRO,https://www.fitchratings.com/entity/cooperativa-de-credito-pro-97696341,National Long Term Rating,A(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito PRO - Sicoob PRO,https://www.fitchratings.com/entity/cooperativa-de-credito-pro-97696341,National Short Term Rating,F1(bra),2026-05-15,Affirmed,,2026-06-08
,Sicoob Cocred Cooperativa de Credito,https://www.fitchratings.com/entity/sicoob-cocred-cooperativa-de-credito-97262424,National Long Term Rating,A+(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Sicoob Cocred Cooperativa de Credito,https://www.fitchratings.com/entity/sicoob-cocred-cooperativa-de-credito-97262424,National Short Term Rating,F1(bra),2026-05-15,Affirmed,,2026-06-08
,Cooperativa de Credito Sicoob Engecred Ltda,https://www.fitchratings.com/entity/cooperativa-de-credito-de-livre-admissao-de-goiania-e-regiao-ltda-sicoob-engecred-go-96741018,National Long Term Rating,A+(bra),2026-05-15,Affirmed,Rating Outlook Positive,2026-06-08
,Cooperativa de Credito Sicoob Engecred Ltda,https://www.fitchratings.com/entity/cooperativa-de-credito-de-livre-admissao-de-goiania-e-regiao-ltda-sicoob-engecred-go-96741018,National Short Term Rating,F1(bra),2026-05-15,Affirmed,,2026-06-08
,Cooperativa de Credito Maxi Alfa de Livre Admissao de Associados - Sicoob Maxicredito,https://www.fitchratings.com/entity/cooperativa-de-credito-maxi-alfa-de-livre-admissao-de-associados-sicoob-maxicredito-97484132,National Short Term Rating,F1(bra),2026-05-15,Affirmed,,2026-06-08
,Cooperativa de Credito Maxi Alfa de Livre Admissao de Associados - Sicoob Maxicredito,https://www.fitchratings.com/entity/cooperativa-de-credito-maxi-alfa-de-livre-admissao-de-associados-sicoob-maxicredito-97484132,National Long Term Rating,A(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Credicocapec - Sicoob Credicocapec,https://www.fitchratings.com/entity/cooperativa-de-credito-credicocapec-sicoob-credicocapec-97770296,National Long Term Rating,A+(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Credicocapec - Sicoob Credicocapec,https://www.fitchratings.com/entity/cooperativa-de-credito-credicocapec-sicoob-credicocapec-97770296,National Short Term Rating,F1(bra),2026-05-15,Affirmed,,2026-06-08
,Cooperativa de Credito Credicitrus - Sicoob Credicitrus,https://www.fitchratings.com/entity/cooperativa-de-credito-credicitrus-sicoob-credicitrus-96730168,National Long Term Rating,AA+(bra),2026-05-15,Affirmed,Rating Outlook Stable,2026-06-08
,Cooperativa de Credito Credicitrus - Sicoob Credicitrus,https://www.fitchratings.com/entity/cooperativa-de-credito-credicitrus-sicoob-credicitrus-96730168,National Short Term Rating,F1+(bra),2026-05-15,Affirmed,,2026-06-08
,Brava Energia S.A.,https://www.fitchratings.com/entity/3r-petroleum-oleo-e-gas-sa-97357047,Long Term Issuer Default Rating,BB-,2026-05-13,Rating Watch On,Rating Watch Positive,2026-06-08
,Brava Energia S.A.,https://www.fitchratings.com/entity/3r-petroleum-oleo-e-gas-sa-97357047,Local Currency Long Term Issuer Default Rating,BB-,2026-05-13,Rating Watch On,Rating Watch Positive,2026-06-08
,Brava Energia S.A.,https://www.fitchratings.com/entity/3r-petroleum-oleo-e-gas-sa-97357047,National Long Term Rating,AA-(bra),2026-05-13,Rating Watch On,Rating Watch Positive,2026-06-08
,Banco do Estado de Sergipe S.A.,https://www.fitchratings.com/entity/banco-do-estado-de-sergipe-sa-90253862,National Long Term Rating,AA+(bra),2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Estado de Sergipe S.A.,https://www.fitchratings.com/entity/banco-do-estado-de-sergipe-sa-90253862,National Short Term Rating,F1+(bra),2026-05-12,Affirmed,,2026-06-08
,Banco do Estado de Sergipe S.A.,https://www.fitchratings.com/entity/banco-do-estado-de-sergipe-sa-90253862,Support Rating,WD,2011-12-15,Withdrawn,,2026-06-08
,JBS N.V.,https://www.fitchratings.com/entity/jbs-nv-97812999,Long Term Issuer Default Rating,BBB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,JBS N.V.,https://www.fitchratings.com/entity/jbs-nv-97812999,Short Term Issuer Default Rating,F3,2026-05-12,Affirmed,,2026-06-08
,JBS N.V.,https://www.fitchratings.com/entity/jbs-nv-97812999,National Long Term Rating,AAA(bra),2026-05-12,New Rating,Rating Outlook Stable,2026-06-08
,JBS N.V.,https://www.fitchratings.com/entity/jbs-nv-97812999,Local Currency Long Term Issuer Default Rating,BBB-,2026-05-12,New Rating,Rating Outlook Stable,2026-06-08
,JBS S.A.,https://www.fitchratings.com/entity/jbs-sa-87468174,Long Term Issuer Default Rating,BBB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,JBS S.A.,https://www.fitchratings.com/entity/jbs-sa-87468174,National Long Term Rating,AAA(bra),2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,JBS S.A.,https://www.fitchratings.com/entity/jbs-sa-87468174,Local Currency Long Term Issuer Default Rating,BBB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Long Term Issuer Default Rating,BB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Short Term Issuer Default Rating,B,2026-05-12,Affirmed,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Local Currency Long Term Issuer Default Rating,BB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,National Long Term Rating,AA+(bra),2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Shareholder Support Rating,bb-,2026-05-12,Affirmed,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Local Currency Short Term Issuer Default Rating,B,2026-05-12,Affirmed,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,National Short Term Rating,F1+(bra),2026-05-12,Affirmed,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Viability Rating,bb-,2026-05-12,Affirmed,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Government Support Rating,WD,2022-07-15,Withdrawn,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Support Rating Floor,WD,2022-06-13,Withdrawn,,2026-06-08
,Banco do Estado do Rio Grande do Sul S.A.,https://www.fitchratings.com/entity/banco-do-estado-do-rio-grande-do-sul-sa-80480833,Support Rating,WD,2022-06-13,Withdrawn,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Long Term Issuer Default Rating,BB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Short Term Issuer Default Rating,B,2026-05-12,Affirmed,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,National Short Term Rating,F1+(bra),2026-05-12,Affirmed,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Shareholder Support Rating,bb-,2026-05-12,Affirmed,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,National Long Term Rating,AA+(bra),2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Viability Rating,bb-,2026-05-12,Affirmed,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Local Currency Long Term Issuer Default Rating,BB-,2026-05-12,Affirmed,Rating Outlook Stable,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Local Currency Short Term Issuer Default Rating,B,2026-05-12,Affirmed,,2026-06-08
,Banestes S.A. - Banco do Estado do Espirito Santo,https://www.fitchratings.com/entity/banestes-sa-banco-do-estado-do-espirito-santo-94984690,Support Rating,WD,2022-06-13,Withdrawn,,2026-06-08
,Banco de Desenvolvimento do Espirito Santo S.A.,https://www.fitchratings.com/entity/banco-de-desenvolvimento-do-espirito-santo-sa-97043997,Long Term Issuer Default Rating,BB,2026-05-06,Affirmed,Rating Outlook Stable,2026-06-08
,Banco de Desenvolvimento do Espirito Santo S.A.,https://www.fitchratings.com/entity/banco-de-desenvolvimento-do-espirito-santo-sa-97043997,Short Term Issuer Default Rating,B,2026-05-06,Affirmed,,2026-06-08
