dt_captura,no_entidade,link
2026-06-04,Petróleo Brasileiro S.A. - Petrobras,https://www.fitchratings.com/entity/petroleo-brasileiro-sa-petrobras-80124508
2026-06-04,Banco do Brasil S.A.,https://www.fitchratings.com/entity/banco-do-brasil-sa-80123567
2026-06-04,Vale S.A.,https://www.fitchratings.com/entity/vale-sa-80121124
2026-06-04,Itaú Unibanco Holding S.A.,https://www.fitchratings.com/entity/itau-unibanco-holding-sa-80129988
