dt_captura,no_emissor,link
2026-09-02,Vert Companhia Securitizadora S.A. - Série Única da 72ª Emissão de CRAs (Risco Ultrapar),
2026-09-02,Vert Companhia Securitizadora S.A. - Série Única da 77ª Emissão de CRAs (Risco Klabin),
2026-09-02,Vert Companhia Securitizadora S.A. – 1ª Série da 8ª Emissão de Debêntures (Banco Pine),
2026-09-02,Vert Companhia Securitizadora S.A. – Série Única da 63ª Emissão de CRAs (Risco Ultrapar),
2026-09-02,Vert Companhia Securitizadora – Série Única da 38ª Emissão de Debêntures (Risco Vita Sertão),
2026-09-02,Via Invest II Fundo de Investimento em Direitos Creditórios Responsabilidade Limitada,
2026-09-02,Virgo Companhia de Securitização - 1ª e 2ª Séries da 76ª  Emissão de CRIs (Risco Ânima),
2026-09-02,Virgo Companhia de Securitização - Série Única da 217ª  Emissão de CRAs (Risco Frigol),
2026-09-02,WEG Integradores Fundo de Investimento em Direitos Creditórios Recebíveis Comerciais Responsabilidade Limitada,
2026-09-02,XP Return I Consignado Fundo de Investimento em Direitos Creditórios Responsabilidade Limitada,
2026-09-02,4UM Gestão de Recursos Ltda.,
2026-09-02,ARX Investimentos Ltda,
2026-09-02,AZ Quest Investimentos Ltda.,
2026-09-02,"Agrolend Sociedade de Credito, Financiamento e Investimento S.A.",
2026-09-02,Alaska Investimentos Ltda,
2026-09-02,Associação de Poupança e Empréstimo - Poupex,
2026-09-02,Atmos Capital Gestão de Recursos Ltda.,
2026-09-02,Avla Seguros Brasil S.A.,
2026-09-02,BB Gestão de Recursos DTVM S.A.,
2026-09-02,BNDES Participações S.A. - BNDESPAR,
2026-09-02,BR Partners Banco de Investimento S.A.,
2026-09-02,BRB – Banco de Brasília S.A.,
2026-09-02,BRZ Investimentos Ltda.,
2026-09-02,Bahia AM Renda Fixa Ltda.,
2026-09-02,Bahia AM Renda Variável Ltda.,
2026-09-02,Banco ABC Brasil S.A.,
2026-09-02,Banco Agibank S.A.,
2026-09-02,Banco BMG S.A.,
2026-09-02,Banco BOCOM BBM S.A.,
2026-09-02,Banco BS2 S.A.,
2026-09-02,Banco BTG Pactual S.A.,
2026-09-02,Banco Bari de Investimentos e Financiamentos S.A.,
2026-09-02,Banco Bradesco S.A.,
2026-09-02,Banco Brasileiro de Credito S.A.,
2026-09-02,Banco Caixa Geral - Brasil S.A.,
2026-09-02,Banco Cooperativo Sicoob S.A.,
2026-09-02,Banco Cooperativo Sicredi S.A.,
2026-09-02,Banco Daycoval S.A.,
2026-09-02,Banco Fator S.A.,
2026-09-02,Banco Guanabara S.A.,
2026-09-02,Banco Honda S.A.,
2026-09-02,Banco Industrial do Brasil S.A.,
2026-09-02,Banco Inter S.A.,
2026-09-02,Banco J Safra S.A. (Divisão Gestão de Recursos),
2026-09-02,Banco Luso Brasileiro S.A.,
2026-09-02,Banco Mercedes-Benz do Brasil S.A.,
2026-09-02,Banco Mizuho do Brasil S.A.,
2026-09-02,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,
2026-09-02,Banco PAN S.A.,
2026-09-02,Banco Pine S.A.,
2026-09-02,Banco RCI Brasil S.A.,
2026-09-02,Banco Regional de Desenvolvimento do Extremo Sul - BRDE,
2026-09-02,Banco Ribeirão Preto S.A.,
2026-09-02,Banco Safra S.A.,
2026-09-02,Banco Santander (Brasil) S.A.,
2026-09-02,Banco Seguro S.A.,
2026-09-02,Banco Senff S.A.,
2026-09-02,Banco Stellantis S.A.,
2026-09-02,Banco Topázio S.A.,
2026-09-02,Banco Traton Brasil S.A.,
2026-09-02,Banco Volkswagen S.A.,
2026-09-02,Banco Votorantim S.A. (Banco BV),
2026-09-02,Banco Yamaha Motor Do Brasil S.A.,
2026-09-02,Banco da Amazônia S.A.,
2026-09-02,Banco da China Brasil S.A.,
2026-09-02,Banco de Desenvolvimento de Minas Gerais S.A.,
2026-09-02,Banco do Brasil S.A.,
2026-09-02,Banco do Estado de Sergipe S.A.,
2026-09-02,Banco do Estado do Espirito Santo S.A. - Banestes,
2026-09-02,Banco do Estado do Pará S.A.,
2026-09-02,Banco do Estado do Rio Grande do Sul S.A.,
2026-09-02,Banco do Nordeste do Brasil S.A.,
2026-09-02,Banestes Distribuidora de Títulos e Valores Mobiliários S.A.,
2026-09-02,Brasilprev Seguros e Previdência S.A.,
2026-09-02,CAIXA Distribuidora de Títulos e Valores Mobiliários,
2026-09-02,CDHU - Companhia de Desenvolvimento Habitacional e Urbano do Estado de São Paulo,
2026-09-02,COOPERFORTE Cooperativa de Crédito e Investimentos Ltda.,
2026-09-02,Caixa Economica Federal (CAIXA),
2026-09-02,Capitânia S.A.,
2026-09-02,Chubb Seguros Brasil S.A.,
2026-09-02,Cielo S.A.,
2026-09-02,Cooperativa Central de Credito Unicred do Brasil - Unicred do Brasil,
2026-09-02,Cooperativa Central de Crédito e Economia com Interação Solidária – Cresol Central Brasil,
2026-09-02,"Cooperativa de Crédito dos Médicos, Profissionais da Saúde e Empresários de Mato Grosso",
2026-09-02,CrediSIS - Central de Cooperativas de Crédito Ltda.,
2026-09-02,Crescera Gestão de Recursos Ltda.,
2026-09-02,Dahlia Capital Gestão de Recursos Ltda,
2026-09-02,Daycoval Asset Management Administração de Recursos Ltda.,
2026-09-02,Fator Seguradora S.A.,
2026-09-02,Franklin Templeton Brasil Ltda,
2026-09-02,HDI Global Seguros S.A.,
2026-09-02,HIX Investimentos Ltda,
2026-09-02,HSI Gestora de Ativos Financeiros Ltda.,
2026-09-02,HSI Gestora de Credito Privado Ltda.,
2026-09-02,HSI Gestora de Fundos Imobiliários Ltda.,
2026-09-02,HSI Gestora de Real Estate Private Equity Ltda.,
2026-09-02,ICBC do Brasil Banco Múltiplo S.A.,
2026-09-02,Ibiuna Açoes Gestão de Recursos Ltda.,
2026-09-02,Ibiuna Credito Gestão de Recursos Ltda.,
2026-09-02,Ibiuna Macro Gestão de Recursos Ltda.,
2026-09-02,Icatu Vanguarda Gestão de Recursos Ltda.,
2026-09-02,Indie Capital Investimentos Ltda.,
2026-09-02,Integral Investimentos LTDA,
2026-09-02,Inter Asset Gestao De Recursos Ltda,
2026-09-02,Itau Seguros S.A.,
2026-09-02,Itaú Unibanco Holding S.A.,
2026-09-02,Itaú Unibanco S.A.,
2026-09-02,Itaúsa S.A.,
2026-09-02,Leblon Equities Gestão de Recursos Ltda.,
2026-09-02,Leto Asset Management Ltda,
2026-09-02,MOS Gestão de Investimentos Ltda,
2026-09-02,Mapfre Investimentos Ltda.,
2026-09-02,Mongeral Aegon Investimentos Ltda.,
2026-09-02,Mongeral Aegon Renda Variavel Ltda.,
2026-09-02,Navi Capital - Administradora e Gestora de Recursos Ltda.,
2026-09-02,Navi Real Estate Selection - Administradora e Gestora de Recursos Financeiros Ltda.,
2026-09-02,Navi Yield Administradora e Gestora de Recursos Financeiros Ltda.,
2026-09-02,"Neon Financeira - Crédito, Financiamento e Investimento S.A.",
2026-09-02,Neon Pagamentos S.A. - Instituição de Pagamentos,
2026-09-02,Norte Asset Management Gestão De Recursos S.A.,
2026-09-02,Novus Capital Gestora de Recursos Ltda.,
2026-09-02,Nu Asset Management Ltda,
2026-09-02,Nu Financeira S.A.,
2026-09-02,Oceana Investimentos,
2026-09-02,Ouribank S.A. Banco Múltiplo,
2026-09-02,Oxy Companhia Hipotecária S.A.,
2026-09-02,Perfin Equities Administração de Recursos Ltda.,
2026-09-02,Perfin Infra Administração de Recursos Ltda.,
2026-09-02,PicPay Bank - Banco Múltiplo S.A.,
2026-09-02,Polo Capital Gestão De Recursos Ltda.,
2026-09-02,Principal Asset Management Ltda.,
2026-09-02,"Qista S.A. - Crédito, Financiamento e Investimento",
2026-09-02,RBR Gestão de Recursos Ltda.,
2026-09-02,RBR Private Equity Gestão de Recursos Ltda,
2026-09-02,Real Investor Asset Management Ltda,
2026-09-02,Riza Allocation Gestora de Recursos Ltda.,
2026-09-02,Riza Gestora de Recursos Ltda.,
2026-09-02,Riza Líquidos Gestora de Recursos Ltda.,
2026-09-02,Riza Securitização e Carteiras Gestora de Recursos Ltda.,
2026-09-02,SPX Gestão de Recursos Ltda.,
2026-09-02,Safra Asset Corretora de Títulos e Valores Mobiliários S.A.,
2026-09-02,Safra Distribuidora de Títulos e Valores Mobiliários Ltda. S.A.,
2026-09-02,Santander Brasil Gestão de Recursos Ltda.,
2026-09-02,Scania Banco S.A.,
2026-09-02,Scotiabank Brasil S.A. Banco Múltiplo,
2026-09-02,Sharp Capital Gestora de Recursos Ltda.,
2026-09-02,Sicoob Credicom - Cooperativa de Economia e Crédito Mútuo dos Médicos e Profissionais da Área de Saúde do Brasil Ltda.,
2026-09-02,Solis Investimentos Ltda,
2026-09-02,Somma Investimentos S.A.,
2026-09-02,Spectra Investimentos Ltda.,
2026-09-02,Stark Bank S.A. – Instituição de Pagamento,
2026-09-02,"Stellantis Financiamentos Sociedade de Crédito, Financiamento e Investimento S.A.",
2026-09-02,"Stone Sociedade de Crédito, Financiamento e Investimento S.A.",
2026-09-02,Swiss Re Corporate Solutions Brasil Seguros S.A.,
2026-09-02,Tokio Marine Seguradora S.A.,
2026-09-02,Trígono Capital Ltda.,
2026-09-02,Uniprime Pioneira Cooperativa de Crédito,
2026-09-02,"Uniprime do Iguaçu – Cooperativa de Crédito, Poupança e Investimento",
2026-09-02,Velt Partners Investimentos Ltda,
2026-09-02,Vinci Equities Gestora de Recursos Ltda.,
2026-09-02,Vinci Gestora de Recursos Ltda,
2026-09-02,Vinci Soluções de Investimentos Ltda.,
2026-09-02,Vinland Capital Management Crédito Privado Gestora de Recursos Ltda,
2026-09-02,Vinland Capital Management Gestora de Recursos Ltda,
2026-09-02,XP Advisory Gestão de Recursos Ltda.,
2026-09-02,XP Allocation Asset Management Ltda.,
2026-09-02,XP Gestão de Recursos Ltda.,
2026-09-02,XP Vista Asset Management Ltda.,
2026-09-02,AXS Energia UFV Goias SPE S.A.,
2026-09-02,Araucária Saneamento S.A.,
2026-09-02,BRVias Holding VRD S.A.,
2026-09-02,Babilônia Holding S.A.,
2026-09-02,Beta Produtora de Energia SPE S.A.,
2026-09-02,Bloco de Onze Aeroportos do Brasil S.A.,
2026-09-02,CEA II - Centrais Eólicas Assuruá II SPE S.A.,
2026-09-02,Caragua Luz S.A. SPE,
2026-09-02,Ciranda I Holding S.A.,
2026-09-02,Concessionaria Das Rodovias Integradas do Sul S.A.,
2026-09-02,Concessionaria do Rodoanel Oeste S.A.,
2026-09-02,Concessionária Aeroporto Internacional de Natal S.A. (Zurich Airports),
2026-09-02,Concessionária Rota das Bandeiras S.A.,
2026-09-02,Concessionária Rota do Oeste S.A.,
2026-09-02,Concessionária da Rodovia dos Lagos S.A. (CCR ViaLagos),
2026-09-02,Concessionária das Linhas 5 e 17 do Metrô de São Paulo S.A. (ViaMobilidade),
2026-09-02,Concessionária das Linhas 8 e 9 do Sistema de Trens Metropolitanos de São Paulo S.A.,
2026-09-02,Concessionária de Rodovias Rota dos Grãos S.A.,
2026-09-02,Concessionária do Sistema Anhanguera-Bandeirantes S.A. (CCR AutoBAn),
2026-09-02,Concessionária do Sistema Rodoviário Rio - São Paulo S.A. (CCR Riosp),
2026-09-02,DIX Empreendimentos S.A.,
2026-09-02,EPR Litoral Pioneiro S.A.,
2026-09-02,Electra PCH Buriti SPE S.A.,
2026-09-02,Geradora Eólica Bons Ventos da Serra 2 S.A.,
2026-09-02,Goiás Transmissão S.A.,
2026-09-02,Grande Sertão I Transmissora De Energia S.A.,
2026-09-02,Grande Sertão III Transmissora De Energia S.A.,
2026-09-02,Iguá Sergipe S.A.,
2026-09-02,Itapoá Terminais Portuários S.A.,
2026-09-02,Janaúba Transmissora de Energia Elétrica S.A.,
2026-09-02,Januario de Napoli Geracao de Energia S.A.,
2026-09-02,Lajeado Energia S.A.,
2026-09-02,Marituba Transmissao de Energia S.A.,
2026-09-02,Mata de Santa Genebra Transmissão S.A.,
2026-09-02,Nova Mobi Pernambuco – SPE S.A.,
2026-09-02,Olindina Participações S.A.,
2026-09-02,Ourinhos Saneamento S.A.,
2026-09-02,Ouro Preto Serviços de Saneamento S.A. (Saneouro),
2026-09-02,PAX Investimentos em Aeroportos S.A,
2026-09-02,PCH BV II Geração de Energia S.A.,
2026-09-02,PRS Aeroportos S.A.,
2026-09-02,Pomerwasser Ambiental S.P.E. S.A.,
2026-09-02,Portocem Geração de Energia S.A.,
2026-09-02,Quantum Mantiqueira Participações S.A.,
2026-09-02,Quantum Participações S.A.,
2026-09-02,Rio Casca Energética S.A.,
2026-09-02,Rodovias Integradas do Oeste S.A. (CCR SPVias),
2026-09-02,Rodovias do Brasil Holding S.A.,
2026-09-02,SPE Concessionária Voe XAP S.A.,
2026-09-02,SPE Concessionária do Aeroporto de Ilhéus S.A.,
2026-09-02,SPE Novo Norte Aeroportos S.A.,
2026-09-02,Serra do Facão Energia S.A.,
2026-09-02,TERP GLBL Brasil I Participações S.A.,
2026-09-02,Thopen Solar 02 S.A. (sucessora da RZK Solar 02 S.A.),
2026-09-02,Thopen Solar 07 S.A. (sucessora da RZK Solar 07 S.A.),
2026-09-02,Thopen Solar 10 S.A.,
2026-09-02,Thopen Solar 12 SPE S.A.,
2026-09-02,Thopen Solar 55 SPE S.A.,
2026-09-02,Transenergia Renovável S.A.,
2026-09-02,Transenergia São Paulo S.A.,
2026-09-02,Tropicália Transmissora de Energia S.A.,
2026-09-02,Urbeluz Energética S.A.,
2026-09-02,Via Brasil BR 163 Concessionária de Rodovias S.A.,
2026-09-02,Vita Sertão Concessionaria de Saneamento S.A.,
2026-09-02,Xingu Rio Transmissora de Energia S.A.,
2026-09-02,Águas do Sertão S.A.,
2026-09-02,Estado do Maranhão,
2026-09-02,Estado do Paraná,
